id,title,description,category,tags,address,city,state,zip,phone,email,website,hours,audience,services,image_url,latitude,longitude,is_featured,is_approved,created_at,updated_at,user_id,click_count,schedule,action_urls,rating,review_count
924,MHS Shelter RRH Pilot,Muslim Housing Services provides essential rapid rehousing services to the community. This program specifically focuses on immigrant and refugee serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Immigrant and Refugee Serving,,Countywide,WA,,,,,,,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
925,Muslim Housing City Transitional,"Muslim Housing Services provides essential transitional housing services to the community. This program specifically focuses on non-traditional families, extended families, and families with teen-aged male. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Non-traditional families, extended families, and families with teen-aged male",,Seattle,WA,,,,,,Families with Children at least one under 18,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
926,Muslim Housing Rent Assistance Case Management,Muslim Housing Services provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,,WA,,,,,,Families with Children at least one under 18,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
927,Sound Family Voucher Program,Muslim Housing Services provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,,WA,,,,,,Families with Children at least one under 18,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
928,UWKC Rapid Rehousing,Muslim Housing Services provides essential rapid rehousing services to the community. This program specifically focuses on immigrant and refugee serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Immigrant and Refugee Serving,,Countywide,WA,,,,,,,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
929,Women's Emergency Shelter,Muslim Housing Services provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,,WA,,,,,,"Single Adult Women, Women and Children",,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
930,Independence Bridge,Navos provides essential permanent housing services to the community. This program specifically focuses on individuals living with serious mental illness. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individuals living with Serious Mental Illness,,Seattle,WA,,,,,,Young Adult (18 - 21) or (18 - 25),,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
931,Neighborhood House - Rapid ReHousing - Families,Neighborhood House provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Countywide,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/nhwa.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
932,Neighborhood House CoC - Rapid Re-Housing,Neighborhood House provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Countywide,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/nhwa.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
933,NH RRH Jobs and Housing,Neighborhood House provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Countywide,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/nhwa.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
934,New Begin Regional RRH-Expansion (CoC),New Beginnings provides essential rapid rehousing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Countywide,WA,,,,,,Women and Children,,https://logo.clearbit.com/nhwa.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
935,Rapid Re-Housing DV,New Beginnings provides essential rapid rehousing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Countywide,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
936,Rapid Re-Housing DV,New Beginnings provides essential rapid rehousing services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/marysplaceseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
937,Drop In Services,New Horizons Ministries provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Young Adult (18 - 21) or (18 - 25), Youth",,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
938,The Nest on 3rd Shelter,New Horizons Ministries provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Youth,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
939,Safe Parking,Newport Presbyterian provides essential safe parking services to the community. This program specifically focuses on vehicle residents in passenger vehicles. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Vehicle Residents in Passenger Vehicles,,East King County,WA,,,,,,"Families with Children under 18, Single Adult Women, Women and Children",,https://logo.clearbit.com/va.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
940,Georgetown,Nicklesville provides essential sanctioned encampment services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/sharewheel.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
941,Nicklesville - Central District,Nicklesville provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,,,https://logo.clearbit.com/sharewheel.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
942,Northlake,Nicklesville provides essential tiny house village services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,(708) 343-8700,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/sharewheel.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
943,Operation Nightwatch - Dispatch Center,Operation Nightwatch provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/seattlenightwatch.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
944,Safe Parking,Our Lady of Guadalupe provides essential safe parking services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/sharewheel.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
945,Safe parking,Our Redeemer Safe Parking provides essential safe parking services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/sharewheel.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
946,Safe Parking,Overlake Christian Safe Parking provides essential safe parking services to the community. This program specifically focuses on vehicle residents in passenger vehicles. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Vehicle Residents in Passenger Vehicles,,East King County,WA,,,,,,"Single Adult Men, Single Adults and Couples",,https://logo.clearbit.com/sharewheel.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
947,Syringe exchange w/ drop in hours,People's Harm Reduction Alliance provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/sharewheel.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
948,Almquist Place (501 Rainier),Plymouth Housing Group (PHG) provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with serious mental illness. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individuals living with Serious Mental Illness,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/plymouthhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
949,Bertha Pitts Campbell Place (12th & Spruce),Plymouth Housing Group (PHG) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/plymouthhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
950,Blake House,Plymouth Housing Group (PHG) provides essential permanent supportive housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/plymouthhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
951,Humphrey Services Grant,Plymouth Housing Group (PHG) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/plymouthhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
952,King County Scattered Sites PSH,Plymouth Housing Group (PHG) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,,,https://logo.clearbit.com/plymouthhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
953,Kristin Benson Place,Plymouth Housing Group (PHG) provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/plymouthhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
954,Lewiston Permanent Supportive Housing,Plymouth Housing Group (PHG) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/plymouthhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
